,评论,评分
4798,正品 行货 买 早 双十 活动 便宜 几百 活动 下手,1
4799,手机 不错 看一看 习惯 拍照 效果 很棒,1
4800,拿到 爱不释手 很漂亮,1
4801,手机     非常 好看   都 全新   价格 便宜,1
4802,正品 还会来 买,1
4803,很久来 评论 感觉 很棒 科技 感 十足,1
4804,长时间 评价 货 建议 买 一家,1
4805,电池 耐用   一点 问题 都,1
4806,真的 物流 挺快 客服 推荐 购买,1
4807,商品 不错 速度 很快,1
4808,不错 购买   希望 还 继续 买 宝贝   快递 力   周六   公司   周一 送,1
4809,手机 收到 正品 很漂亮 还 探索 中 后期 追加 评价,1
4810,速度 很快   半个 月   没 问题   正品   商家 点赞,1
4811,东西 收到 国行 放心 购买   大大的 好评,1
4812,物流 很快 满意 好评,1
4813,不错 帮 朋友 买 满意,1
4814,质量 配送 小哥 力 京东 很赞,1
4815,手机 正品 店家 服务态度 物流 超快,1
4816,东西 喜欢 快递 力,1
4817,买 老公 生日礼物 正品 外观 无 瑕疵 满意,1
4818,正品 几天 评价 第一次 网上 买手机 担心 久 不错 购物,1
4819,不错 满意 购物 产品,1
4820,喜欢 京东 自营 店买 东西   物流   东西   赞,1
4821,京东 买手机 正品 保证 发货 速度 送货到 家 满意,1
4822,发货 速度 卖家 服务态度 非常 手机 喜欢,1
4823,不错 不错 非常 好用 女朋友 喜欢,1
4824,京东 物流 给力   还会 光顾 本店,1
4825,苹果 手机 都 不错 发货 速度 很快 点赞,1
4826,不错 手感 好评,1
4827,物流 非常 手机 全新 未 拆封 第二天 联系 客服 补 发票 第三天 上午 收到 发票 真的 字 快快,1
4828,质量 速度 很快 下次 继续 买,1
4829,质量 物流 很快 下次 继续 买,1
4830,正品 比较满意,1
4831,买 两个 都 价格 还 不贵 喜欢,1
4832,太棒了 喜欢 物流,1
4833,送货 很快 手机 赞赞赞,1
4834,正品 行货 系统 流畅 入手 京东 物流 放心,1
4835,老婆 喜欢 不错 快递 挺快,1
4836,购物 体验 送货 速度 手机 性能 更棒,1
4837,喜欢 很想 看看 时间 苛刻 不错,1
4838,机子   物流   拿到 手 迫不及待   非常 好用,1
4839,货到 物流 超级 赞,1
4840,收到   挺不错   继续 回购   快递,1
4841,很棒 期待 好久 苹果,1
4842,手机   快递 包装 保护 做   看到 包装 担心 手机 送 过程 中 压 事,1
4843,不错 京东 挺棒 希望 提高 会员 星级,1
4844,帮 朋友 买 朋友 说 赞 国行 正品 目前 没什么 问题,1
4845,手机 京东 物流 很快,1
4846,买 第三台 卖家 正品,1
4847,漂亮 喜欢 快递 很快 点赞点 赞点 赞,1
4848,正品 没 毛病 人脸识别 牛 一个月 掉价 八百,1
4849,非常 双十 一买 256G 价格 特别 划算 买手机 京东,1
4850,目前 用过 最好 最 流畅 手机 没有,1
4851,运行 流畅 多用 一段时间 看看,1
4852,到手 不错 物流 很快 第二次 京东 买手机 值得 信赖,1
4853,老妈 买 生日礼物 赶上 节日 促销 优惠 非常,1
4854,真的 非常   很漂亮,1
4855,手机 收到 很漂亮 女朋友 喜欢,1
4856,不错 送货 谱,1
4857,东西 不错 谢谢 店家 送 礼品 绝对 好评   东西 不错 谢谢 店家 送 礼品 绝对 好评,1
4858,非常 送货 速度 非常 特意 留 现在 评论,1
4859,手感 不错 卖家 服务态度 段时间 详细 评价,1
4860,外观 好看 颜色 特别 喜欢 中意 京东 物流 挺快 支持 京 东京 东,1
4861,送货 很快 我刚 下单 三天 正版 行货 包装 包 严密 没有 一点 损坏,1
4862,电话 久   没有 毛病   非常,1
4863,一个月 没有 发现 问题,1
4864,发货 支持 京东 快递 包装,1
4865,拍照 效果 电池 时间 很长,1
4866,手机 运行 速度 很快 发货 很快 拍照,1
4867,很漂亮 起来 很快 京东 快递 员 赞,1
4868,速度 非常 支持 京东,1
4869,非常 满意 购物 国行 价格 贵 客服 耐心 买手机 这家 666,1
4870,正品 放心 买 半路 都 退款 害怕 假货 收到 满意 发票,1
4871,苹果 非常 不错 觉得 64g 够用,1
4872,发货 速度 价格 实惠,1
4873,手机 非常 不错 价格 实惠 非常 好用 值得 推荐 京东 快递 不错,1
4874,便宜 送贷 很快 质量 非常 喜欢 款,1
4875,我家 买 电器 京东 买 京东 服务 快递 力 支持 京东,1
4876,国行 目前 几天 没有 发现 问题 速度 很快,1
4877,价格 绝对 杠杠 买 一台 过年 送人 面子,1
4878,非常 不错 手机 京东 活动 力度 真的 非常 不错 快递 速度 非常 不错,1
4879,挺好用 物流 挺快 店家 态度 值得 推荐,1
4880,快递 很快 手机 正品 感觉 自营 店,1
4881,不错 手机   正品 值得 购买 非常 满意,1
4882,Oled 屏幕 看起来 效果 xs 性价比 高,1
4883,家里 东西 京东 买   信任 品质   售后,1
4884,还 不错 赠品 物流 速度 很快 赞 正品 保障 推荐,1
4885,价格 比较 实惠 客服 认真 讲解 送货 速度 很快 挺不错,1
4886,拿到 一个月 感觉 非常,1
4887,正品 包装 完整 黑色 高大 爱不释手,1
4888,非常 好用 手机 产品质量 非常 棒 非常 喜欢 手机,1
4889,手机 大半个 月 评价 正品 满意,1
4890,手机 收到 感觉 快递 很快 客服 态度,1
4891,手机 体验 完美 查过 官网 激活 日期 全新 机,1
4892,满意 购物 商品质量 物流 很快 力,1
4893,家人 喜欢 不错 东西 还会,1
4894,先买 银色 买 灰色 机器 绝对 保 真的,1
4895,入手 几天 评论 送 礼品 实用,1
4896,挺 喜欢 价格 优惠 满意,1
4897,没有 问题 非常   价格 优惠,1
4898,好好   京东 物流 真   还会 买,1
4899,产品   买   不错   继续 购买,1
4900,服务 不错   体验 感觉 不错,1
4901,非常 棒 手机 非常 顺手,1
4902,东西 物有所值 信赖 京东 平台 服务,1
4903,手机 正品 国行 未 拆封 未激活 面容 解锁,1
4904,收到 试用 两天 觉得 真心 蛮 快递 小哥 力 不错 购物 体验,1
4905,物流 给力   非常   到手     评论,1
4906,价格 不错   满意   发货 速度 很快,1
4907,段时间 评论 很漂亮 速度,1
4908,手机 不错 起来 流畅,1
4909,好看 流畅 非常 不错,1
4910,商品 不错 送货 满意 买 完 降价,1
4911,手感 不错 下次 看看,1
4912,手机 满意 值得 购买,1
4913,发货 很快 包装 物超所值 赠品 很棒,1
4914,东西 不错 喜欢 送货 很快,1
4915,手机 不错 性价比 高 价格 合适,1
4916,手机 非常 好用 送 赠品 质量 还 不错,1
4917,图片   保真 保 质量,1
4918,宝贝 收到 不错 继续 关注,1
4919,想要 一款 终于 到手 开心 开心 物流 力 快递 态度 非常,1
4920,手机 特别 好用 价格 实惠,1
4921,手机 收到 试用 几天 评价 确实 正品 满意 下次 需要 还会来,1
4922,款式 手感 舒服,1
4923,非常 苹果 手机 太 喜欢,1
4924,好用 暂时 没 发现 缺陷 地方 满意,1
4925,手机 京东 很快 正品 非常 喜欢,1
4926,东西 正品 再发 后续 评价,1
4927,手机 网速 正品 买 值,1
4928,肯定 正品   服务 真心   有问必答   点赞,1
4929,运行 速度 很快 正品 无异议 漂亮,1
4930,发货 产品 手 体验 赠品 实用,1
4931,手机 不错 618 价格 实惠 性价比 高 送货 态度,1
4932,信号 稳定 铃声 大后 盖 很漂亮 指纹识别 功能齐全,1
4933,机器 收到 正品 京东 服务 消费 体验,1
4934,正品   未激活       满意 购物   官方 都 便宜 好多,1
4935,功能 样子 强大 .............,1
4936,东西 真心 不错 方面 都 价贵 真的 贵,1
4937,手机 入手 专柜 买 一模一样 入手 第二部,1
4938,东西 好评 继续 支持,1
4939,优惠价 购入 满意,1
4940,拿到 手 很棒 问题 更新,1
4941,机子 正品 手感 舒服,1
4942,非常 好用 真的,1
4943,满意 实物 相符 送货 下次 还会 买,1
4944,挺好用 暂时 没有 问题 物流 很快 还 不错,1
4945,非常 符合 需要 相当 满意,1
4946,喜欢 漂亮 发货 下次,1
4947,手机 正品 不错 放心 买,1
4948,不错 挺好用 速度 快递 小哥 特 手机 不错 老婆 特 喜欢 京东 一如既往,1
4949,产品   正品 原装   送 东西 质量,1
4950,手机 很漂亮   续航 能力 很强   正版,1
4951,手机 不错 活动 价 购入 非常 满意,1
4952,非常 不错 手机 性能优越 很快,1
4953,合适 还会 继续 购买,1
4954,正品 快递 挺快 服务 不错,1
4955,绝对 正品 手机 好看 外观 没有 瑕疵,1
4956,物流 很快 质量 有待 观察,1
4957,总体 来说 运行 速度 很快 牌照 清晰,1
4958,手机 不错 运行 流畅 正品 拍照 很棒,1
4959,手机 收到 满意 大小 适应 几天 买 一部,1
4960,物流 客服 都 超级 给力 买 完刚 收到 差价 直接 补 下次 还会 光顾,1
4961,不错 很赞 喜欢,1
4962,手机 很漂亮 老公 喜欢 卖家 服务态度 超级 物流 ....,1
4963,续航 物流 速度 很快 力,1
4964,手机   不错 手感,1
4965,商品 挺       放心 购买 物流 很快     商家 服务态度 挺,1
4966,正品 买 放心 安心 外观 都 满意,1
4967,手机 价格 实惠 东西 很棒 说 赞,1
4968,贴别 好评 老 用户 赞,1
4969,老婆 买 说 喜欢,1
4970,谢谢 老板 送 配件 开心,1
4971,手机 喜欢 物流 很快,1
4972,颜色 很正 不错 感觉 正品,1
4973,手机 不错 正品 好用 快递 很快,1
4974,手机 好用 第一次 苹果 手机 太 激动 哈哈哈哈,1
4975,非常 买 第二部 价格 力,1
4976,不错 棒棒 哒,1
4977,非常 实体店 值得 信赖,1
4978,挺 非常 开心 感谢 老板 感谢 物业 速度 非常 祝 生意兴隆,1
4979,商品 非常   国行   原装 正品,1
4980,双十 购物 节买 发货 速度 很快 手机 没 问题 正品 行货 下次,1
4981,物流 特别 宝贝 收到 非常 实惠 特别 棒 喜欢,1
4982,手机 操作 流畅 外观 满 漂亮,1
4983,正品   物流 速度 一流   五星 好评,1
4984,买 两个 正品 不错 物流 挺快,1
4985,非常 好用 iPhone 确实 最好 手机 毫无疑问,1
4986,手机 两天 评价 不错 正品 行货,1
4987,第一次 京东 购 手机 鉴定 原封 国行 完美 客服 耐心 下次 还 买 你家,1
4988,不错 手机 老婆 喜欢 继续 关注,1
4989,真的 没有 失望 满意 朋友 介绍 买,1
4990,非常 不错 想象 中 满意 购物,1
4991,京东 快递 速度   到手,1
4992,好用 女朋友 喜欢 物流 很快,1
4993,手机   值得 拥有,1
4994,非常   货真价实   物有所值,1
4995,真品 真品 真品 方便 配件 正品,1
4996,拿到 手 手感 非常 喜欢,1
4997,第一次 网上 买手机 正品,1
4998,不错 喜欢 五星 好评,1
4999,发货 很快 东西 不错 正品,1
5000,正品 非常 喜欢 快递 很快,1
5001,发货 质量 大赞,1
5002,很快 非常 赞 支持 京东 支持 正品 一如既往 非常 赞,1
5003,手机 不错 正品 还给 钢化 膜 快递 很快,1
5004,手机 不错 手感 卖家 力,1
5005,不错   手里 小巧   手感 舒服,1
5006,手机 优惠 配送 速度,1
5007,操作 起来 流畅 起来 很快,1
5008,官方 正品 京东 购物 放心 商家,1
5009,店主 耐心 快递 很快 个人感觉 不错,1
5010,收到   服务   包装   帅气 手机,1
5011,非常 支持 京东 正品 服务态度,1
5012,京东 棒棒 哒,1
5013,下单 傍晚 收到 特别 喜欢 信任 京东,1
5014,不错 继续 支持 下次 还来,1
5015,帮 朋友 买 朋友 说 流畅,1
5016,手机 店家 服务 态,1
5017,收到 货用 几天 才能 评价 很棒 体验,1
5018,外观设计 风格 独特 很漂亮 好看,1
5019,运行 速度 很快 手机 好看,1
5020,东西 值得 放心 购买 送 东西 都 还行,1
5021,京东 质量 保障 物流 很快 满意 下次 还会,1
5022,第二天 看着 不错 nice,1
5023,手机 正品 行货,1
5024,满意 购物 体验 正品 期 免息 划算 赞,1
5025,年会 奖品 价格便宜 喜欢,1
5026,正品 不错 ▽,1
5027,手机   确实 全新 机官 网 验证 序列 码,1
5028,京东 送货 都 神速 满意,1
5029,非常 好用 值得 购买 特别,1
5030,收到 不错   想要 经常 京东   继续 购物 狂欢,1
5031,手机 不错 专卖店 便宜 几百,1
5032,256g 感觉 能用 蛮久,1
5033,手机 正品 上手 特好 满意 购物,1
5034,到货 速度 很快 东西 夜 不错,1
5035,不错   叠加 券 性价比 高 发货 速度,1
5036,送给 客户 价格 实惠 包装 都,1
5037,国庆 放假 快递 速度 想象 中 速度 东西 完美,1
5038,绝对 苹果 一如既往 喜欢 速度 超快,1
5039,不错 国行 正品 还会 光顾 顺手,1
5040,性价比 高 不错 服务 棒棒 哒,1
5041,手机 非常 流畅   正品   物流 速度 超级,1
5042,国行 正品 物流 很快 京东 购买 手机 值得 信赖,1
5043,苹果 手机 很快,1
5044,大小 合适 PLUS 手感,1
5045,不错 赞 杠杠,1
5046,产品   买   不错   继续 购买,1
5047,喜欢 漂亮 发货 下次,1
5048,产品   正品 原装   送 东西 质量,1
5049,手机 不错 正品 好用 快递 很快,1
5050,物流 特别 宝贝 收到 非常 实惠 特别 棒 喜欢,1
5051,手机 正品 不错 运行 流畅,1
5052,大小 合适 PLUS 手感,1
5053,喜欢 漂亮 发货 下次,1
5054,产品   正品 原装   送 东西 质量,1
5055,物流 特别 宝贝 收到 非常 实惠 特别 棒 喜欢,1
5056,喜欢 漂亮 发货 下次,1
5057,物流 特别 宝贝 收到 非常 实惠 特别 棒 喜欢,1
5058,物流 特别 宝贝 收到 非常 实惠 特别 棒 喜欢,1
5059,物流 特别 宝贝 收到 非常 实惠 特别 棒 喜欢,1
5060,物流 特别 宝贝 收到 非常 实惠 特别 棒 喜欢,1
5061,京东 商城 购买 手机 包装 拆 起来 感觉 非常 棒 超级 喜欢 纸质 发票 非常 正规 系统 稳定 相机 像素 机型 单手操作 起来 方便 凌晨 下单 早上 送到 家里 京东 买手机 拿到 手过 晚上 查 序列号 都 没 问题 手机 乱七八糟 问题 没 拍 照片 真心 不错 刘海 屏 好看 最 格 高家 买 买 需要 买手机 还来 京东,1
5062,价格便宜   功能 不错   送货 很快   起来 速度 非常   挺 喜欢,1
5063,外形 外观 很漂亮 运行 速度 很快 特色 全新 体验 手感 物流 很快 第二天,1
5064,放心 买 真的 不错 体验 唯一 担心 屏幕 问题,1
5065,手机 收到 完美 苹果 厉害 厉害 值得 拥有 没买 抓紧时间 买,1
5066,京东 都 满意 买回来 两天 手机 真的 不错 原厂 原封 朋友 那问 确实 非常 不错 价格 非常 合适 谢谢 商家 活动,1
5067,手机 尺寸 正合我意 手感 非常 人脸识别 很快 黑色 好看 卖家 发货 好评,1
5068,到手 力 激动 不错,1
5069,手机 一段时间 非常 爽,1
5070,两分钟 手机 发烫,0
5071,屏幕 音效 还 拍照 效果 还 运行 速度 卡机 闪退 发热,0
5072,外形 外观 待机时间 差点 屏幕 音效 特色 信号 特别 拍照 效果 运行 速度,0
5073,拍照 效果 这是 相机,0
5074,第一次 苹果 最后,0
5075,Siri 非 机主 唤醒 之外 都 还好 强迫症 患者 勿 入,0
5076,手机 客服 客服 态度 快递 员 服务态度 令人作呕,0
5077,运行 速度 好慢,0
5078,待机时间 一日 三充 特色 不用 买 暖 宝宝 运行 速度 吃个 鸡 都 卡 买 华强北 没 华强北,0
5079,运行 速度 打着 游戏 死机,0
5080,拍照 效果 四分之三 绿色 故障,0
5081,运行 速度 慢 外形 外观 特色 烫手,0
5082,大爷 一张 钢化 膜 手机 壳 都 没有,0
5083,待机时间 掉电 特色 暖手 宝,0
5084,真 怀疑 山寨 版,0
5085,运行 速度 运行 还 经常 死机 体验 感 超级 差,0
5086,实话实说 手机 还行 流畅   外观 瑕疵   没 缝合   客服 真的 差劲 外形 外观 瑕疵   品控 垃圾 拍照 效果 还 行 运行 速度 特色 激活 发热   激活 热   信号 地下 停车场 没 信号,0
5087,外形 外观 一般般 运行 速度 一般般 待机时间 一般般 特色 一般般 屏幕 音效 一般般 拍照 效果 一般般,0
5088,外形 外观 看图 不想 说,0
5089,外形 外观 还 运行 速度 QQ 卡死 客服 说 第三方 软件 问题,0
5090,不想 说 买来 玩 吃 鸡,0
5091,运行 速度 现在   自动 重启 两次,0
5092,话 说 故障,0
5093,老 烫手 堪 小米,0
5094,外形 外观 外型 美观 特色 最大 缺点 信号 超级 差,0
5095,算 倒霉 坑点,0
5096,发烧 机 热炸 六千 买个 暖 宝宝,0
5097,买手机 送暖 手宝 我玩个 单机   弓箭手 作战   烫手,0
5098,感觉 买 暖 宝宝,0
5099,外形 外观 屏幕 音效 拍照 效果 还好 运行 速度 辣鸡 待机时间 还好 特色 发烫   信号 满格 依旧 卡   还 说 点,0
5100,还敢 买 苹果 手机 苹果,0
5101,外形 外观 好看 屏幕 音效 还 拍照 效果 没 华为 运行 速度 还,0
5102,华为 海军 高兴 苹果 真香,0
5103,待机时间 行 拍照 效果 清晰 特色 烫,0
5104,拍照 效果 发黄 运行 速度 手机 发热 厉害 屏幕 音效 音质 还 不错,0
5105,拍照 效果 挺 运行 速度 还 行 待机时间 特色 热得快 炸,0
5106,激活 ID   翻新 机,0
5107,手机 还 钢化 膜 手机 壳 都 送 想 买 朋友 提前 买好,0
5108,运行 速度 信号 满格 网络 卡 辣鸡 手机,0
5109,京东 买,0
5110,外形 外观 好看 屏幕 音效 还 完美 拍照 效果 还过得去 运行 速度 特色 丑长,0
5111,半月 摄像头 进灰 品质 真,0
5112,玩游戏 真的 烫手,0
5113,外形 外观 丑爆,0
5114,运行 速度 玩个 王者 荣耀 都 死机,0
5115,外形 外观 白色 干净 屏幕 音效 拍照 效果 好看 运行 速度 慢 待机时间,0
5116,打个 王者 能卡主 发热 拍照 阴影,0
5117,外形 外观 客服 非常 到位 手机 好用 发 破烂 过来 都 换,0
5118,一周 售后   哈哈哈哈   售后 10 天   还 十天 半个 月     激活 检测 频繁 重启   懂,0
5119,下载 发热器 烫 衣服,0
5120,手机 玩游戏 看个 朋友圈 都 烫手 真 行,0
5121,发烫 真的 暖 宝宝,0
5122,一星 富士康,0
5123,边框 真的,0
5124,外形 外观 还 行 屏幕 音效 右上方 屏幕 无 响应 踢皮球 拍照 效果 未知 运行 速度 还 行 待机时间 长,0
5125,第一次 苹果机 质量 扛 扛 奈何 要令 失望透顶,0
5126,特色 暖手 宝 外形 外观 丑 烫得 煎 鸡蛋,0
5127,还 没有 激活 发热     厉害,0
5128,第一次 买 苹果,0
5129,东西     一分 jd 物流     东西 送来 没 电话 直接 塞 蜂巢 柜子,0
5130,外形 外观 丑得 一批 拍照 效果 都 吹出来 待机时间 短 用久 还 发热,0
5131,特色,0
5132,外形 外观 不错 屏幕 音效 不错 拍照 效果 不错 运行 速度 几天 出毛病 声音 问题 点进 声音 设置 卡机 放 歌 视频 放 重启 回来 慌 待机时间 还 特色 有时候 信号 一断 一断 稳定,0
5133,外形 外观 还好 屏幕 音效 只能 说 最好 买 拍照 效果 一般般 待机时间 真的 用电 特色 暖手 宝,0
5134,特色 手机 质量 问题 密码 页面 黑影,0
5135,特色 这是 新手机 激活 模式 来回 切换,0
5136,外形 外观 还好 屏幕 音效 拍照 效果 没用过 运行 速度 待机时间 特色 发热,0
5137,本来 开心 看到 瑕疵 心情 瞬间 美丽 外形 外观 充电 口 瑕疵,0
5138,挺 散热 不是太好,0
5139,信号 不好   超级 卡 外形 外观 拍照 效果 还 运行 速度 超级 慢 待机时间,0
5140,店大 欺人,0
5141,拍照 效果 黄 屏幕 音效 外形 外观 还 行 运行 速度 卡 待机时间 特色 发热,0
5142,耗电 超快,0
5143,外形 外观 还行   屏幕 音效 声音 挺大   拍照 效果 还   运行 速度 挺   待机时间 还 知道   特色 激活 有点 烫,0
5144,激活 死机,0
5145,iPhone11   真 面部 ID 设置 两个 人用 省事 亲,0
5146,外形 外观 漂亮 屏幕 音效 拍照 效果 夜拍 不错 运行 速度 很快 待机时间 满足 特色 发热 发热 发热,0
5147,外形 外观 手机 有点 厚 屏幕 音效 拍照 效果 运行 速度 相比 xr 没 感觉 改变 待机时间 挺长 一充 特色 冬日 暖 宝宝 建议 购买,0
5148,外形 外观 祖传 大黑,0
5149,官方 查 保修 时间 激活 提前 拿到 货 拆开 三包 凭证 卡针 几张 纸 顺序 乱 感觉 拆开 目前 还 没 问题 过段时间 会出 问题 知道 快递 包裹 无 一点 填充物 苹果 产品 官网 买,0
5150,外形 外观 意料之中 屏幕 音效 不行     拍照 效果 还 运行 速度 卡 待机时间 还 行 特色 屏幕 真的 不行     还 没 国产 一千多 手机,0
5151,外形 外观 屏幕 音效 拍照 效果 运行 速度 待机时间 玩游戏   不开省 电用 特色 内配 耳机线 控是 坏,0
5152,外形 外观 环绕 屏幕 一圈 大黑 真的 low 屏幕 音效 外放 音效 挺不错 音质 拍照 效果 拍照 效果 优秀 特色 冬天 必备 神器 边玩 暖手 开机 键发 烫 厉害 没 玩游戏 没 运行 功耗 app 都 发烫 差评,0
5153,后悔 没有 买 华为 信 买 华为 美腿 30,0
5154,外形 外观 挺 漂亮 屏幕 音效 音效 依旧 运行 速度 速度 挺快 联通 信号 太 差 电话 进来,0
5155,激活 没用 10 分钟 烫手 丢 太 可怕,0
5156,辣鸡,0
5157,外形 外观 挺不错 屏幕 音效 挺不错 拍照 效果 感觉 不太 真实 运行 速度 挺快 待机时间 垃圾 特色 易发 烫 感觉 爆炸,0
5158,外形 外观 边框 轻微 伤痕 主 摄像头 有个 小灰点 还好 影响 拍摄 苹果 工艺 现在 真的 恭维 屏幕 音效 屏幕 通透 看不到 中 颗粒感 真不错 拍照 效果 拍照 清晰 录制 视频 运行 速度 没 说 待机时间 久 特色 外观 问题 影响 体验 心情,0
5159,摄像头 里 尘土,0
5160,外形 外观 还   真香 屏幕 音效 拍照 效果 运行 速度 还 行 待机时间 不错   一冲 特色 冬天 不用 买 暖 宝宝 玩游戏 延迟 太 信号 满格 王者 老是 460 基带 不行,0
5161,新手机 问题,0
5162,摄像头 进灰 无 语 封装 边缘 明显 缝隙 拍 清楚 拍 外形 外观 仁者见仁 智者见智 屏幕 音效 还 拍照 效果 还 不错 运行 速度 非常 待机时间 非常 满意 中毒 没 问题,0
5163,暖 宝宝 真 耗电,0
5164,发现 购买 新手机 碰上 强光 刺眼 绿点 外地 游玩 不知 ....,0
5165,买 送给 白眼狼,0
5166,手机 暖手 宝宝 烫,0
5167,外形 外观 好看 屏幕 音效 有时候 会卡屏   屏幕 不好 拍照 效果 运行 速度 待机时间 10 小时 特色 苹果 卡屏 问题   新 开机   屏幕 卡死 情况   评论,0
5168,冬天 想 买 暖 宝宝 朋友 考虑,0
5169,手机 卡 曹 手机 不齐 问题 太,0
5170,发热     感觉 手机 好厚   手感 挺 宽,0
5171,手机 质感   画质 还   运行 速度 京东 配送 快递 员 配送 超棒 客服 售后 可谓 寒心 遇到 问题 妥善解决 问题 一在 推辞 交给 不想 解决问题 一再 推荐 退货,0
5172,外形 外观 不好 屏幕 音效 声音 感觉 杂音 拍照 效果 没什么 区别 整个 发黄 运行 速度 时间 会卡顿 待机时间 还 过段时间 追平,0
5173,外形 外观 发烫 屏幕 音效 发热 拍照 效果 煮饭 运行 速度 实话实说 待机时间 真的 烫手 特色 信号 真的 差,0
5174,运行 速度 差,0
5175,外形 外观 真丑 屏幕 音效 拍照 效果 还 行 运行 速度 还 待机时间 不错 特色 分辨率 真的 垃圾   后悔 8p 换 手机   烫 要死,0
5176,发烫   买 暖手 宝,0
5177,外形 外观 真 丑 待机时间 没有 运行 速度 竟然 卡顿 拍照 效果 不错 后悔 死,0
5178,外形 外观 倒霉   一台 外观 划痕 新机   激活   算 坑,0
5179,早 知道 买,0
5180,凑合 屏幕 音效 还 拍照 效果 一般般 运行 速度 比较 待机时间 一般般 外形 外观 凑合 特色 手机信号 不好 打游戏 屏幕 短触,0
5181,外形 外观 用过 最丑 苹果 手机 屏幕 音效 屏幕 两 边框 xs 几毫米 拍照 效果 还行 运行 速度 速度 没 a12 系统 倒 挺 发热,0
5182,未,0
5183,手机 烫 飞起 老子 姻缘 都 烫 没,0
5184,暖手 宝   玩 发烫 自动 降频   玩个 和平 精英 卡成 gif 图,0
5185,外形 外观 碰伤,0
5186,烫手,0
5187,外形 外观 还 比较 喜欢 屏幕 音效 不错 拍照 效果 垃圾 运行 速度 还 没 mix3 差远了 待机时间 待机时间 还 手机 适合 冬天 取暖 巴适 暖 宝宝 都 省 节约 特色 东西 烫烫 手 发热 超级 信 买来 试试,0
5188,外形 外观 都 吐 槽 方框 摄像头 设计 挺 好看 屏幕 音效 音效 校准 比安卓 好多 拍照 效果 现在 计算 摄影 年代 苹果 摄像头 最 牛 段 计算 优化 无出其右 运行 速度 流畅 柔和 体验 绝佳 待机时间 苹果 通病 每天 充电 电量 恐慌 特色 说 最后 毕竟 老 美的 东西 买 老婆 华为 国货 当自强 一分 理解,0
5189,开机 激活 烫手,0
5190,完 电话 重新 连卡,0
5191,唤醒 键 那侧 热,0
5192,外形 外观 拆封 没 注意 激活 发现 背后 明显 划痕 客服 态度 激活 换 真的 很坑 屏幕 音效 换上 手机 感觉 屏幕 分辨率 有点 低 还 拍照 效果 运行 速度 运行 速度 确实,0
5193,外观 丑 信号 经常 断 拍照 黄,0
5194,外形 外观 还 不错 屏幕 音效 音效 挺 拍照 效果 照片 清晰 运行 速度 速度 流畅 待机时间 待机时间 有点 短 玩 没电,0
5195,手机 烫 发热 冬天 当作 暖 宝宝,0
5196,运行 速度 系统 bug 卡   烫手 烫手 烫手 8p 发热,0
5197,屏幕 音效 音效 还 待机时间 晚上 睡觉 七个 小时 锁屏 电量 掉 4% 电量 2% 掉,0
5198,真的 很发 烫 慎重 购买 手机 热,0
5199,重要 事 说 三遍   烫   烫   烫   买 暖手 宝,0
5200,外形 外观 挺 屏幕 音效 挺 拍照 效果 挺   没话说 运行 速度 挺 待机时间 挺 特色 都   打游戏 发烫   玩意   真是 客服 说话   半天 不理 一句 玩意,0
5201,外形 外观 买 后悔 比起 现在 国产 旗舰机 样子 真的 很丑 运行 速度 流畅 没话说,0
5202,烫手,0
5203,第一次 京东 买手机 体验 感 不好 看 图,0
5204,外形 外观 不用说 字 丑 摄像头 塑胶 感 强 屏幕 音效 拍照 效果 还 行 运行 速度 发热 卡 几秒钟 待机时间 非常 OK 买 特色 说实话 发热 真的 第一次 买 真的 不黑 苹果 希望 系统优化 改变 暖手 宝 暖手 宝 暖手 宝 冬天 值得 入手,0
5205,玩个 游戏 断网 买来 第一天 手机卡 换 还原 网络 还原 断网 检测 还 跑 几十公里 买来 找病,0
5206,老断 网 还 没有 国产机 再也 不买 苹果,0
5207,外形 外观 外观   有点 厚   没 小七好 屏幕 音效 音效   音量 倒 挺 拍照 效果 拍照 效果 还好   变化 运行 速度 速度 也许 点   卡 死机 几次   还 闪退 待机时间 待机时间 苹果 都行   看 视频 下电 速度 非常 特色 特色 专一 没 特色   无非   外观 摄像头   特色 闪退 功能 特别,0
5208,外形 外观,0
5209,特色 真谛 玩个 俄罗斯 方块 都 烫 丢 手机,0
5210,随便 看 朋友圈 手机 发烫 咨询 售后 没 人理,0
5211,可惜 英特尔 基带,0
5212,拍照 效果 晚上 光影 镜头 反射 原因 真的 苹果 发生 问题 堪称 最强 录制 视频 手机 竟然 希望 官方 注意,0
5213,长久 果粉 款 手机 真的 失望 贴 新 打开 手机 信号 零 手机 还 发烫 新机 还要 拿回去 检测 检测 流程 还 知道 多久 掌柜的 知道 推脱 事情 希望 能够 解决问题,0
5214,外形 外观 感觉 薄 待机时间 电池容量 游戏 玩 四个 小时 玩 王者 特色 屏幕 效果 没有 运行 速度 a13 没见 两年 前,0
5215,头回 京东 买手机 惊喜 客服 刷新 效率 认知 外形 外观 后壳 鸟样 看吧,0
5216,发热 真的 希望 购买 这种 情况,0
5217,玩 热,0
5218,特色 iPhone11 发烧 而生 随时 信号 一两 格 市区 房间 里面 随时 电信 张卡 都 重新 搜索 信号 电话 都 进来,0
5219,外形 外观 丑 很丑 真的 后悔,0
5220,新手机 卡 活久见,0
